Organism	Name	Group	Condition	Description
Escherichia coli BW25113	set2IT093	carbon source	D-Galacturonic Acid monohydrate	D-Galacturonic Acid (C) MOPS
Escherichia coli BW25113	set1IT023	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
Escherichia coli BW25113	set1IT024	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
Escherichia coli BW25113	set1IT063	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
Escherichia coli BW25113	set1IT064	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
Escherichia coli BW25113	set1IT003	carbon source	D-Glucose	D-Glucose (C)
Escherichia coli BW25113	set1IT004	carbon source	D-Glucose	D-Glucose (C)
Escherichia coli BW25113	set2IT096	carbon source	D-Glucose	D-Glucose (C) M9
Escherichia coli BW25113	set1IT069	carbon source	D-Glucose	D-Glucose (C) MOPS
Escherichia coli BW25113	set1IT070	carbon source	D-Glucose	D-Glucose (C) MOPS
Escherichia coli BW25113	set2IT094	carbon source	D-Glucose	D-Glucose (C) MOPS
Escherichia coli BW25113	set1IT025	carbon source	D-Glucose-6-Phosphate sodium salt	D-Glucose-6-Phosphate (C)
Escherichia coli BW25113	set1IT026	carbon source	D-Glucose-6-Phosphate sodium salt	D-Glucose-6-Phosphate (C)
Escherichia coli BW25113	set1IT021	carbon source	D-Glucuronic Acid	D-Glucuronic Acid (C)
Escherichia coli BW25113	set1IT022	carbon source	D-Glucuronic Acid	D-Glucuronic Acid (C)
Escherichia coli BW25113	set1IT009	carbon source	D-Maltose monohydrate	D-Maltose (C)
Escherichia coli BW25113	set1IT010	carbon source	D-Maltose monohydrate	D-Maltose (C)
Escherichia coli BW25113	set1IT043	carbon source	D-Mannitol	D-Mannitol (C)
Escherichia coli BW25113	set1IT044	carbon source	D-Mannitol	D-Mannitol (C)
Escherichia coli BW25113	set1IT065	carbon source	D-Mannose	D-Mannose (C)
Escherichia coli BW25113	set1IT066	carbon source	D-Mannose	D-Mannose (C)
Escherichia coli BW25113	set1IT015	carbon source	D-Ribose	D-Ribose (C)
Escherichia coli BW25113	set1IT016	carbon source	D-Ribose	D-Ribose (C)
Escherichia coli BW25113	set1IT057	carbon source	D-Serine	D-Serine (C)
Escherichia coli BW25113	set1IT058	carbon source	D-Serine	D-Serine (C)
Escherichia coli BW25113	set1IT051	carbon source	D-Sorbitol	D-Sorbitol (C)
Escherichia coli BW25113	set1IT052	carbon source	D-Sorbitol	D-Sorbitol (C)
Escherichia coli BW25113	set1IT055	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Escherichia coli BW25113	set1IT056	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Escherichia coli BW25113	set1IT011	carbon source	D-Xylose	D-Xylose (C)
Escherichia coli BW25113	set1IT012	carbon source	D-Xylose	D-Xylose (C)
Escherichia coli BW25113	set1IT047	carbon source	Glycerol	Glycerol (C)
Escherichia coli BW25113	set1IT048	carbon source	Glycerol	Glycerol (C)
Escherichia coli BW25113	set1IT041	carbon source	Glycolic Acid	Glycolic Acid (C)
Escherichia coli BW25113	set1IT042	carbon source	Glycolic Acid	Glycolic Acid (C)
Escherichia coli BW25113	set1IT017	carbon source	L-Fucose	L-Fucose (C)
Escherichia coli BW25113	set1IT018	carbon source	L-Fucose	L-Fucose (C)
Escherichia coli BW25113	set1IT053	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Escherichia coli BW25113	set1IT054	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Escherichia coli BW25113	set1IT061	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
Escherichia coli BW25113	set1IT062	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
Escherichia coli BW25113	set1IT027	carbon source	Potassium acetate	acetate (C)
Escherichia coli BW25113	set1IT028	carbon source	Potassium acetate	acetate (C)
Escherichia coli BW25113	set1IT035	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Escherichia coli BW25113	set1IT036	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Escherichia coli BW25113	set1IT031	carbon source	Sodium D-Lactate	D-Lactate (C)
Escherichia coli BW25113	set1IT032	carbon source	Sodium D-Lactate	D-Lactate (C)
Escherichia coli BW25113	set1IT037	carbon source	Sodium pyruvate	pyruvate (C)
Escherichia coli BW25113	set1IT038	carbon source	Sodium pyruvate	pyruvate (C)
Escherichia coli BW25113	set1IT039	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Escherichia coli BW25113	set1IT040	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Escherichia coli BW25113	set1IT007	carbon source	Sucrose	Sucrose (C)
Escherichia coli BW25113	set1IT008	carbon source	Sucrose	Sucrose (C)
Escherichia coli BW25113	set1IT019	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Escherichia coli BW25113	set1IT020	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Escherichia coli BW25113	set1IT059	carbon source	casamino acids	casaminos (C)
Escherichia coli BW25113	set1IT060	carbon source	casamino acids	casaminos (C)
Herbaspirillum seropedicae SmR1	set1IT005	carbon source	D-Galactose	D-Galactose (C)
Herbaspirillum seropedicae SmR1	set1IT033	carbon source	D-Galactose	D-Galactose (C)
Herbaspirillum seropedicae SmR1	set1IT020	carbon source	D-Galacturonic Acid monohydrate	D-Galacturonic Acid (C)
Herbaspirillum seropedicae SmR1	set2IT052	carbon source	D-Galacturonic Acid monohydrate	D-Galacturonic Acid (C)
Herbaspirillum seropedicae SmR1	set1IT010	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
Herbaspirillum seropedicae SmR1	set1IT038	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
Herbaspirillum seropedicae SmR1	set1IT001	carbon source	D-Glucose	D-Glucose (C)
Herbaspirillum seropedicae SmR1	set1IT029	carbon source	D-Glucose	D-Glucose (C)
Herbaspirillum seropedicae SmR1	set1IT011	carbon source	D-Glucose-6-Phosphate sodium salt	D-Glucose-6-Phosphate (C)
Herbaspirillum seropedicae SmR1	set1IT039	carbon source	D-Glucose-6-Phosphate sodium salt	D-Glucose-6-Phosphate (C)
Herbaspirillum seropedicae SmR1	set1IT028	carbon source	D-Mannose	D-Mannose (C)
Herbaspirillum seropedicae SmR1	set2IT060	carbon source	D-Mannose	D-Mannose (C)
Herbaspirillum seropedicae SmR1	set1IT007	carbon source	D-Ribose	D-Ribose (C)
Herbaspirillum seropedicae SmR1	set1IT035	carbon source	D-Ribose	D-Ribose (C)
Herbaspirillum seropedicae SmR1	set1IT022	carbon source	D-Sorbitol	D-Sorbitol (C)
Herbaspirillum seropedicae SmR1	set1IT032	carbon source	D-Xylose	D-Xylose (C)
Herbaspirillum seropedicae SmR1	set1IT021	carbon source	Glycerol	Glycerol (C)
Herbaspirillum seropedicae SmR1	set2IT053	carbon source	Glycerol	Glycerol (C)
Herbaspirillum seropedicae SmR1	set1IT003	carbon source	L-Arabinose	L-Arabinose (C)
Herbaspirillum seropedicae SmR1	set1IT031	carbon source	L-Arabinose	L-Arabinose (C)
Herbaspirillum seropedicae SmR1	set1IT024	carbon source	L-Asparagine	L-Asparagine (C)
Herbaspirillum seropedicae SmR1	set2IT056	carbon source	L-Asparagine	L-Asparagine (C)
Herbaspirillum seropedicae SmR1	set1IT008	carbon source	L-Fucose	L-Fucose (C)
Herbaspirillum seropedicae SmR1	set1IT036	carbon source	L-Fucose	L-Fucose (C)
Herbaspirillum seropedicae SmR1	set1IT025	carbon source	L-Glutamine	L-Glutamine (C)
Herbaspirillum seropedicae SmR1	set2IT057	carbon source	L-Glutamine	L-Glutamine (C)
Herbaspirillum seropedicae SmR1	set1IT023	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Herbaspirillum seropedicae SmR1	set2IT055	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Herbaspirillum seropedicae SmR1	set1IT026	carbon source	L-Proline	L-Proline (C)
Herbaspirillum seropedicae SmR1	set2IT058	carbon source	L-Proline	L-Proline (C)
Herbaspirillum seropedicae SmR1	set1IT006	carbon source	L-Rhamnose monohydrate	L-Rhamnose (C)
Herbaspirillum seropedicae SmR1	set1IT034	carbon source	L-Rhamnose monohydrate	L-Rhamnose (C)
Herbaspirillum seropedicae SmR1	set1IT014	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Herbaspirillum seropedicae SmR1	set1IT042	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Herbaspirillum seropedicae SmR1	set1IT012	carbon source	Sodium D-Lactate	D-Lactate (C)
Herbaspirillum seropedicae SmR1	set1IT040	carbon source	Sodium D-Lactate	D-Lactate (C)
Herbaspirillum seropedicae SmR1	set1IT013	carbon source	Sodium L-Lactate	L-Lactate (C)
Herbaspirillum seropedicae SmR1	set1IT041	carbon source	Sodium L-Lactate	L-Lactate (C)
Herbaspirillum seropedicae SmR1	set1IT015	carbon source	Sodium pyruvate	pyruvate (C)
Herbaspirillum seropedicae SmR1	set1IT043	carbon source	Sodium pyruvate	pyruvate (C)
Herbaspirillum seropedicae SmR1	set1IT016	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Herbaspirillum seropedicae SmR1	set1IT044	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Herbaspirillum seropedicae SmR1	set1IT002	carbon source	Sucrose	Sucrose (C)
Herbaspirillum seropedicae SmR1	set1IT017	carbon source	Xylitol	Xylitol (C)
Herbaspirillum seropedicae SmR1	set1IT045	carbon source	Xylitol	Xylitol (C)
Herbaspirillum seropedicae SmR1	set1IT009	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Herbaspirillum seropedicae SmR1	set1IT037	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Herbaspirillum seropedicae SmR1	set1IT019	carbon source	m-Inositol	m-Inositol (C)
Herbaspirillum seropedicae SmR1	set2IT051	carbon source	m-Inositol	m-Inositol (C)
Klebsiella michiganensis M5al	set5IT022	carbon source	Adenosine	Adenosine (C)
Klebsiella michiganensis M5al	set5IT064	carbon source	Adenosine	Adenosine (C)
Klebsiella michiganensis M5al	set5IT024	carbon source	Cytidine	Cytidine (C)
Klebsiella michiganensis M5al	set5IT066	carbon source	Cytidine	Cytidine (C)
Klebsiella michiganensis M5al	set5IT012	carbon source	D,L-Malic Acid	D,L-Malic Acid (C)
Klebsiella michiganensis M5al	set5IT054	carbon source	D,L-Malic Acid	D,L-Malic Acid (C)
Klebsiella michiganensis M5al	set5IT018	carbon source	D-Alanine	D-Alanine (C)
Klebsiella michiganensis M5al	set5IT060	carbon source	D-Alanine	D-Alanine (C)
Klebsiella michiganensis M5al	set5IT001	carbon source	D-Cellobiose	D-Cellobiose (C)
Klebsiella michiganensis M5al	set5IT043	carbon source	D-Cellobiose	D-Cellobiose (C)
Klebsiella michiganensis M5al	set4IT083	carbon source	D-Fructose	D-Fructose (C)
Klebsiella michiganensis M5al	set5IT029	carbon source	D-Fructose	D-Fructose (C)
Klebsiella michiganensis M5al	set4IT094	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
Klebsiella michiganensis M5al	set5IT040	carbon source	D-Gluconic Acid sodium salt	D-Gluconic Acid (C)
Klebsiella michiganensis M5al	set5IT021	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
Klebsiella michiganensis M5al	set4IT082	carbon source	D-Glucose	D-Glucose (C)
Klebsiella michiganensis M5al	set5IT028	carbon source	D-Glucose	D-Glucose (C)
Klebsiella michiganensis M5al	set4IT095	carbon source	D-Glucose-6-Phosphate sodium salt	D-Glucose-6-Phosphate (C)
Klebsiella michiganensis M5al	set5IT041	carbon source	D-Glucose-6-Phosphate sodium salt	D-Glucose-6-Phosphate (C)
Klebsiella michiganensis M5al	set4IT086	carbon source	D-Maltose monohydrate	D-Maltose (C)
Klebsiella michiganensis M5al	set5IT032	carbon source	D-Maltose monohydrate	D-Maltose (C)
Klebsiella michiganensis M5al	set4IT089	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)
Klebsiella michiganensis M5al	set5IT035	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)
Klebsiella michiganensis M5al	set4IT092	carbon source	D-Ribose	D-Ribose (C)
Klebsiella michiganensis M5al	set5IT038	carbon source	D-Ribose	D-Ribose (C)
Klebsiella michiganensis M5al	set5IT025	carbon source	D-Salicin	D-Salicin (C)
Klebsiella michiganensis M5al	set5IT067	carbon source	D-Salicin	D-Salicin (C)
Klebsiella michiganensis M5al	set5IT017	carbon source	D-Serine	D-Serine (C)
Klebsiella michiganensis M5al	set5IT059	carbon source	D-Serine	D-Serine (C)
Klebsiella michiganensis M5al	set5IT011	carbon source	D-Sorbitol	D-Sorbitol (C)
Klebsiella michiganensis M5al	set5IT053	carbon source	D-Sorbitol	D-Sorbitol (C)
Klebsiella michiganensis M5al	set5IT014	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Klebsiella michiganensis M5al	set5IT056	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Klebsiella michiganensis M5al	set4IT088	carbon source	D-Xylose	D-Xylose (C)
Klebsiella michiganensis M5al	set5IT034	carbon source	D-Xylose	D-Xylose (C)
Klebsiella michiganensis M5al	set5IT062	carbon source	Gly-Glu	Gly-Glu (C)
Klebsiella michiganensis M5al	set5IT010	carbon source	Glycerol	Glycerol (C)
Klebsiella michiganensis M5al	set5IT023	carbon source	Inosine	Inosine (C)
Klebsiella michiganensis M5al	set5IT065	carbon source	Inosine	Inosine (C)
Klebsiella michiganensis M5al	set5IT016	carbon source	L-Alanine	L-Alanine (C)
Klebsiella michiganensis M5al	set5IT058	carbon source	L-Alanine	L-Alanine (C)
Klebsiella michiganensis M5al	set4IT093	carbon source	L-Fucose	L-Fucose (C)
Klebsiella michiganensis M5al	set5IT039	carbon source	L-Fucose	L-Fucose (C)
Klebsiella michiganensis M5al	set5IT015	carbon source	L-Glutamine	L-Glutamine (C)
Klebsiella michiganensis M5al	set5IT013	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Klebsiella michiganensis M5al	set5IT055	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Klebsiella michiganensis M5al	set4IT090	carbon source	L-Rhamnose monohydrate	L-Rhamnose (C)
Klebsiella michiganensis M5al	set5IT036	carbon source	L-Rhamnose monohydrate	L-Rhamnose (C)
Klebsiella michiganensis M5al	set4IT087	carbon source	L-Sorbose	L-Sorbose (C)
Klebsiella michiganensis M5al	set5IT033	carbon source	L-Sorbose	L-Sorbose (C)
Klebsiella michiganensis M5al	set4IT096	carbon source	Potassium acetate	acetate (C)
Klebsiella michiganensis M5al	set5IT042	carbon source	Potassium acetate	acetate (C)
Klebsiella michiganensis M5al	set5IT005	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Klebsiella michiganensis M5al	set5IT047	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Klebsiella michiganensis M5al	set5IT003	carbon source	Sodium D-Lactate	D-Lactate (C)
Klebsiella michiganensis M5al	set5IT045	carbon source	Sodium D-Lactate	D-Lactate (C)
Klebsiella michiganensis M5al	set5IT004	carbon source	Sodium L-Lactate	L-Lactate (C)
Klebsiella michiganensis M5al	set5IT046	carbon source	Sodium L-Lactate	L-Lactate (C)
Klebsiella michiganensis M5al	set5IT006	carbon source	Sodium pyruvate	pyruvate (C)
Klebsiella michiganensis M5al	set5IT048	carbon source	Sodium pyruvate	pyruvate (C)
Klebsiella michiganensis M5al	set5IT007	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Klebsiella michiganensis M5al	set5IT049	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Klebsiella michiganensis M5al	set4IT084	carbon source	Sucrose	Sucrose (C)
Klebsiella michiganensis M5al	set5IT030	carbon source	Sucrose	Sucrose (C)
Klebsiella michiganensis M5al	set5IT002	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Klebsiella michiganensis M5al	set5IT044	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Klebsiella michiganensis M5al	set4IT091	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Klebsiella michiganensis M5al	set5IT037	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Klebsiella michiganensis M5al	set5IT009	carbon source	m-Inositol	m-Inositol (C)
Klebsiella michiganensis M5al	set5IT051	carbon source	m-Inositol	m-Inositol (C)
Marinobacter adhaerens HP15	set1H13	carbon source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic
Marinobacter adhaerens HP15	set1H12	carbon source	L-Malic acid disodium salt monohydrate	L-Malic
Marinobacter adhaerens HP15	set1H15	carbon source	L-Proline	L-Proline
Marinobacter adhaerens HP15	set5H6	carbon source	Potassium acetate	acetate (C)
Marinobacter adhaerens HP15	set5H12	carbon source	Potassium acetate	acetate (C)
Marinobacter adhaerens HP15	set5H30	carbon source	Potassium acetate	acetate (C)
Marinobacter adhaerens HP15	set5H36	carbon source	Potassium acetate	acetate (C)
Marinobacter adhaerens HP15	set1H4	carbon source	Potassium acetate	acetate
Marinobacter adhaerens HP15	set5H10	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Marinobacter adhaerens HP15	set5H16	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Marinobacter adhaerens HP15	set5H34	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Marinobacter adhaerens HP15	set5H40	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Marinobacter adhaerens HP15	set1H9	carbon source	Sodium D,L-Lactate	D,L-Lactate
Marinobacter adhaerens HP15	set1H7	carbon source	Sodium D-Lactate	D-Lactate
Marinobacter adhaerens HP15	set5H7	carbon source	Sodium Fumarate dibasic	Fumarate (C)
Marinobacter adhaerens HP15	set5H13	carbon source	Sodium Fumarate dibasic	Fumarate (C)
Marinobacter adhaerens HP15	set5H37	carbon source	Sodium Fumarate dibasic	Fumarate (C)
Marinobacter adhaerens HP15	set1H5	carbon source	Sodium Fumarate dibasic	Fumarate
Marinobacter adhaerens HP15	set5H9	carbon source	Sodium L-Lactate	L-Lactate (C)
Marinobacter adhaerens HP15	set5H15	carbon source	Sodium L-Lactate	L-Lactate (C)
Marinobacter adhaerens HP15	set5H33	carbon source	Sodium L-Lactate	L-Lactate (C)
Marinobacter adhaerens HP15	set5H39	carbon source	Sodium L-Lactate	L-Lactate (C)
Marinobacter adhaerens HP15	set1H8	carbon source	Sodium L-Lactate	L-Lactate
Marinobacter adhaerens HP15	set1H10	carbon source	Sodium pyruvate	pyruvate
Marinobacter adhaerens HP15	set1H11	carbon source	Sodium succinate dibasic hexahydrate	succinate
Marinobacter adhaerens HP15	set5H8	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Marinobacter adhaerens HP15	set5H14	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Marinobacter adhaerens HP15	set5H32	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Marinobacter adhaerens HP15	set5H38	carbon source	Trisodium citrate dihydrate	Trisodium citrate (C)
Marinobacter adhaerens HP15	set1H6	carbon source	Trisodium citrate dihydrate	Trisodium citrate
Marinobacter adhaerens HP15	set5H11	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Marinobacter adhaerens HP15	set5H35	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)
Marinobacter adhaerens HP15	set1H3	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric
Marinobacter adhaerens HP15	set1H16	carbon source	casamino acids	casaminos
Pedobacter sp. GW460-11-11-14-LB5	set2IT056	carbon source	Beta-Lactose	Beta-Lactose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT049	carbon source	D-Cellobiose	D-Cellobiose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT062	carbon source	D-Cellobiose	D-Cellobiose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT048	carbon source	D-Galactose	D-Galactose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT061	carbon source	D-Galactose	D-Galactose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT051	carbon source	D-Galacturonic Acid monohydrate	D-Galacturonic Acid (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT064	carbon source	D-Galacturonic Acid monohydrate	D-Galacturonic Acid (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT054	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT067	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT047	carbon source	D-Maltose monohydrate	D-Maltose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT060	carbon source	D-Maltose monohydrate	D-Maltose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT050	carbon source	D-Mannitol	D-Mannitol (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT057	carbon source	D-Mannose	D-Mannose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT070	carbon source	D-Mannose	D-Mannose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT055	carbon source	D-Salicin	D-Salicin (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT068	carbon source	D-Salicin	D-Salicin (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT052	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT065	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT046	carbon source	L-Arabinose	L-Arabinose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT059	carbon source	L-Arabinose	L-Arabinose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT053	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT066	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT045	carbon source	Sucrose	Sucrose (C)
Pedobacter sp. GW460-11-11-14-LB5	set2IT058	carbon source	Sucrose	Sucrose (C)
Phaeobacter inhibens BS107	set5H19	carbon source	D-Cellobiose	D-Cellobiose (C)
